#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listing here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports page, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,EHC-TMP-0062,57988,Nike Cream Sherpa Fleece Jacket Label Unverified,,30.00,1,,USED_EXCELLENT,"Cream sherpa-fleece outerwear with a Nike label that still requires attachment and identity verification. Size, department, material, measurements, storage location, cost and full condition remain unconfirmed.<br><ul><li>Brand: Nike (unconfirmed)</li><li>Color: Cream</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0063,57988,GAP Black Utility Tech Jacket Multi Pocket Outerwear,,30.00,1,,USED_EXCELLENT,"GAP black utility or tech-style jacket. Exact model, size, department, material, zipper and lining details, measurements, storage location, cost and full condition remain unconfirmed.<br><ul><li>Brand: GAP</li><li>Color: Black</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0064,11483,7 For All Mankind Gray Denim Jogger Pants,,24.00,1,,USED_EXCELLENT,"7 For All Mankind gray denim jogger-style pants. Department, tagged size, material, measurements, storage location and complete condition remain unconfirmed.<br><ul><li>Brand: 7 For All Mankind</li><li>Color: Gray</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0065,57988,Columbia Black Sherpa Fleece Jacket Size Large,,25.00,1,,USED_EXCELLENT,"Columbia black sherpa-fleece jacket in size Large. Exact model, department, material, measurements, storage location, cost and complete condition remain unconfirmed; inspect cuffs, elbows, zipper and odor.<br><ul><li>Brand: Columbia</li><li>Size: L</li><li>Color: Black</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0066,53120,Rockport Tan Leather Plain Toe Derby Shoes,,25.00,1,,USED_EXCELLENT,"Rockport tan-brown leather plain-toe derby shoes. Tagged size, exact model, storage location, cost and complete condition remain unconfirmed; inspect soles, interiors and sole separation.<br><ul><li>Brand: Rockport</li><li>Color: Tan / Brown</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0067,11483,Abercrombie Kids Pink High Rise Wide Leg Jeans 13 14,,23.00,1,,USED_EXCELLENT,"Abercrombie Kids pink high-rise wide-leg jeans in size 13/14. Material, measurements, exact style details, storage location and complete condition remain unconfirmed.<br><ul><li>Brand: Abercrombie Kids</li><li>Size: 13/14</li><li>Color: Pink</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0068,11483,Lee Jeans New With Tags Size and Fit Unconfirmed,,25.00,1,,USED_EXCELLENT,"Lee jeans with retail tags attached. Department, size, fit, wash, measurements, storage location and tag or garment condition remain unconfirmed.<br><ul><li>Brand: Lee</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0069,15687,Adidas Amplifier Graphic T Shirt Size 5X,,22.00,1,,USED_EXCELLENT,"Adidas Amplifier graphic T-shirt in size 5X. Department, exact graphic, color, material, measurements, storage location, cost and complete condition remain unconfirmed.<br><ul><li>Brand: Adidas</li><li>Size: 5X</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0070,185100,Disney Parks Red Mickey Embroidered Polo Shirt US XXL,,22.00,1,,USED_EXCELLENT,"Disney Parks Authentic Original red polo shirt, tagged US XXL / EU XXXL / HK XXXL and Made in Philippines. Current photos confirm the neck print and back only. Verify the full front, embroidery, material, measurements and complete condition before publishing.<br><ul><li>Brand: Disney Parks</li><li>Size: US XXL / EU XXXL / HK XXXL</li><li>Color: Red</li><li>Pattern: Solid</li><li>Style: Short sleeves; ribbed polo collar; two-button placket; Disney Parks Authentic Original neck print; front embroidery not shown in current intake photos</li><li>Condition: Purchased; pre-owned; final inspection required</li></ul><br><p>Condition notes: Three routed images now confirm Disney Parks Authentic Original, red color, US XXL / EU-HK XXXL sizing and Made in Philippines. Full front/embroidery, material tag, measurements, storage location, allocated cost and complete condition remain pending. Source folder: https://drive.google.com/drive/folders/1hAd2H927mgL2MZ5ESGRiZSroCqp0D5k6</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0071,57989,American Eagle Brown Utility Cargo Pants,,21.00,1,,USED_EXCELLENT,"American Eagle brown utility or cargo pants. Department, size, exact silhouette, material, measurements, storage location, cost and complete condition remain unconfirmed.<br><ul><li>Brand: American Eagle</li><li>Color: Brown</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0072,11483,Lucky Brand Ankle Jeans Size 8 29,,18.00,1,,USED_EXCELLENT,"Lucky Brand ankle-fit jeans in size 8/29. Color, exact fit name, rise, material, measurements, storage location and complete condition remain unconfirmed.<br><ul><li>Brand: Lucky Brand</li><li>Size: 8 / 29</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0073,15687,Spyder Large Logo Blue Graphic T Shirt Size S P,,15.00,1,,USED_EXCELLENT,"Spyder blue large-logo graphic T-shirt in size S/P. Department, material, measurements, storage location, cost and complete condition remain unconfirmed.<br><ul><li>Brand: Spyder</li><li>Size: S/P</li><li>Color: Blue</li><li>Style: Identification based on live thrift-scan photos; exact construction requires full intake photos.</li><li>Condition: Purchased; final inspection required</li></ul><br><p>Condition notes: Confirmed purchased. Full front, back, tag, measurements, storage location and complete condition must be verified before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0074,57991,Stafford Personal Collection Mens 16 White Grid Dress Shirt,,,1,,USED_EXCELLENT,"Stafford Personal Collection men's long-sleeve button-up dress shirt, size 16, in white with a fine black-and-gray grid pattern. 60% cotton / 40% polyester. Approx. 20.5 in pit-to-pit, 30 in length and 25.5 in sleeve. Pre-owned with wrinkling; country and complete condition remain unconfirmed.<br><ul><li>Brand: Stafford</li><li>Size: 16</li><li>Color: White with black and gray grid</li><li>Material: 60% cotton / 40% polyester</li><li>Pattern: Micro-check / grid</li><li>Style: Long sleeves; point collar; button front; curved shirttail hem; Stafford Personal Collection neck label</li><li>Condition: Pre-owned; wrinkling; final inspection required</li></ul><br><p>Condition notes: User corrected the brand identification to Stafford. Six routed images support a Stafford Personal Collection white micro-grid long-sleeve dress shirt, size 16, with 60% cotton / 40% polyester fabric. Approx. 20.5 in pit-to-pit, 30 in shoulder-to-hem and 25.5 in sleeve from shoulder seam. Country, storage location, cost and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1CqpQDRKKl_VGENwg4nNEjyxrbIZCqLDF</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0075,63862,Ralph Lauren Womens L Cream Cropped Utility Jacket Button Front,,,1,,USED_EXCELLENT,"Ralph Lauren women's cream/ivory cropped jacket, listed as size L, with a pointed collar, button front and two flap chest pockets. Exact label line, material, country, measurements and complete condition remain unconfirmed; inspect before cross-listing.<br><ul><li>Brand: Ralph Lauren (exact line unconfirmed)</li><li>Size: L</li><li>Color: Cream / ivory</li><li>Pattern: Solid</li><li>Style: Long sleeves; pointed collar; button-front closure; cropped silhouette; two button-flap chest pockets; structured utility-inspired design</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Facebook Marketplace listing and garment photos confirm a cream cropped jacket and size L in the listing. Exact Ralph Lauren line, material, country, measurements, buttons, stains, discoloration and complete condition still require verification. Current Facebook asking price shown: $35; this is not a sold comparable.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0076,11483,Levis Mens 33x30 Light Wash Slim Fit Denim Jeans,,,1,,USED_EXCELLENT,"Levi's men's light-wash denim jeans in size 33x30, described as slim/skinny fit. Exact model, fabric content, measurements and complete condition remain unconfirmed; inspect the waistband, crotch, knees and hems before cross-listing.<br><ul><li>Brand: Levi's</li><li>Size: 33x30</li><li>Color: Light blue wash</li><li>Material: Denim; fiber content not confirmed</li><li>Pattern: Solid denim wash</li><li>Style: Slim/skinny fit stated in listing; five-pocket denim construction; belt loops; button-and-zip closure presumed but must be verified</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Facebook Marketplace listing identifies Levi's blue denim jeans in size 33x30 with a slim/skinny fit and light wash. Verify model/fit number, material percentages, rise, measurements, hems, crotch, stains and complete condition. Current Facebook asking price shown: $20; this is not a sold comparable.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0077,11483,DKNY Stanton Mens 32x30 Dark Blue Stretch Slim Fit Jeans,,,1,,USED_EXCELLENT,"DKNY Stanton men's dark-blue stretch jeans in size 32x30 with a slim-fit silhouette. Material percentages, measurements and complete condition remain unconfirmed; inspect the waistband, zipper, crotch, knees and hems before cross-listing.<br><ul><li>Brand: DKNY</li><li>Size: 32x30</li><li>Color: Dark blue</li><li>Material: Stretch denim; fiber percentages not confirmed</li><li>Pattern: Solid dark-wash denim</li><li>Style: Stanton line; slim fit; stretch denim stated in listing; five-pocket styling; belt loops</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Facebook Marketplace listing identifies DKNY Stanton men's jeans in size 32x30, dark blue, slim fit and stretch denim. Verify style tag, material percentages, rise, measurements, hardware, fading, marks and complete condition. Current Facebook asking price shown: $30; this is not a sold comparable.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0078,57990,Van Heusen Mens M Navy Suede Style Button Up Shirt,,,1,,USED_EXCELLENT,"Van Heusen men's size M navy long-sleeve button-up shirt with a suede-like appearance. Genuine suede, exact age, material, measurements and complete condition are not confirmed; verify the care tag before making vintage or rarity claims.<br><ul><li>Brand: Van Heusen</li><li>Size: M</li><li>Color: Navy blue</li><li>Material: Suede claimed in listing; material tag not confirmed</li><li>Pattern: Solid</li><li>Style: Long sleeves; button-front shirt construction; pointed collar; suede-like appearance stated in listing; 1990s/vintage claim requires verification</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Facebook Marketplace listing describes a vintage Van Heusen navy suede button-up shirt in men's size M. Only partial garment imagery is available. Verify whether the fabric is genuine suede, microsuede or another textile; confirm age, material, country, measurements, buttons, lining and complete condition. Current Facebook asking price shown: $75; rarity is unsupported and should not be claimed without evidence.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0079,57990,Banana Republic Mens Gray Plaid Slim Fit Long Sleeve Button Down Shirt,,,1,,USED_EXCELLENT,"Banana Republic men's gray-and-white micro-plaid long-sleeve button-down shirt with a Slim Fit label, button-down collar and chest pocket. Size, material, country, measurements and complete condition remain unconfirmed.<br><ul><li>Brand: Banana Republic</li><li>Color: Gray / white</li><li>Pattern: Micro-plaid / check</li><li>Style: Long sleeves; button-down collar; full button front; single chest pocket; Slim Fit label; curved shirttail hem</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Front and back photos confirm a Banana Republic gray micro-plaid long-sleeve button-down with a Slim Fit label, button-down collar and chest pocket. Size, material, country, measurements, collar and cuff wear, stains and complete condition remain unconfirmed.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0080,63862,London Fog Womens M Petite Beige Hooded Raincoat Lightweight Coat,,,1,,USED_EXCELLENT,"London Fog women's beige/tan hooded raincoat in size M Petite, made in Sri Lanka. Features long sleeves, a covered front closure, two front welt pockets and a lightweight mid-thigh silhouette. Material, measurements and complete condition remain unconfirmed.<br><ul><li>Brand: London Fog</li><li>Size: M Petite</li><li>Color: Beige / tan</li><li>Pattern: Solid</li><li>Style: Attached hood; concealed or covered front closure; long sleeves; two front welt pockets; mid-thigh coat length; lightweight raincoat silhouette</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Full front and label photos confirm London Fog, size M Petite and Made in Sri Lanka. Verify material, waterproofing, lining, closure type, hood construction, measurements, stains, discoloration, pocket condition and complete wear before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0081,63862,Quinn Womens S Taupe Brown Lined Blazer Jacket,,,1,,USED_EXCELLENT,"QUINN women's size S taupe-brown lined blazer or tailored jacket, made in China. Full garment construction, material, measurements and complete condition remain unconfirmed because only the interior label and partial lapel area are visible.<br><ul><li>Brand: Quinn</li><li>Size: S</li><li>Color: Taupe / brown</li><li>Pattern: Solid</li><li>Style: Notched lapel appearance; lined interior; front button visible; tailored blazer silhouette; exact construction requires full-item photos</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Interior label photo confirms QUINN, size S and Made in China. The visible lapel, lining and button suggest a taupe/brown blazer or tailored jacket, but full front and back photos are missing. Verify exact garment type, material, measurements, pockets, closure, stains and complete condition before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
